Driver_ID	Distance_Feature	Speeding_Feature
3423314095	54.67	5.0
3423312022	56.32	8.0
3423312339	44.71	6.0
3423314187	45.95	3.0
3423314239	54.84	6.0
3423311014	47.34	6.0
3423313149	45.73	3.0
3423312036	48.84	7.0
3423314308	57.45	6.0
3423312642	60.97	9.0
3423314219	50.64	4.0
3423311642	52.12	5.0
3423311898	34.72	5.0
3423312951	53.49	4.0
3423310494	56.82	3.0
3423312408	50.26	5.0
3423311737	44.29	6.0
3423313152	29.93	4.0
3423314006	58.14	7.0
3423313332	43.63	8.0
3423313989	52.03	4.0
3423313710	55.81	6.0
3423312056	69.54	7.0
3423314446	35.54	6.0
3423312068	37.06	8.0
3423313649	44.46	4.0
3423313555	53.36	11.0
3423312531	54.1	8.0
3423313739	41.54	8.0
3423314429	37.17	2.0
3423313206	48.39	5.0
3423311608	51.92	7.0
3423311969	60.39	7.0
3423314316	40.03	4.0
3423313564	32.36	5.0
3423310894	65.55	2.0
3423313246	58.83	3.0
3423311662	59.37	6.0
3423314170	74.91	5.0
3423313917	51.97	5.0
3423312187	35.67	5.0
3423314217	41.93	4.0
3423313037	48.01	6.0
3423312155	29.85	6.0
3423313627	57.22	7.0
3423311098	52.76	4.0
3423313228	71.84	3.0
3423313862	57.11	5.0
3423312877	45.24	3.0
3423314322	65.49	6.0
3423314378	58.16	9.0
3423314175	30.44	3.0
3423311489	58.54	7.0
3423312662	55.85	5.0
3423310611	54.94	7.0
3423312688	66.46	6.0
3423311775	44.42	6.0
3423312611	63.96	5.0
3423310602	44.38	5.0
3423313560	67.31	5.0
3423314393	54.63	2.0
3423310527	50.98	0.0
3423313532	66.8	6.0
3423314366	52.43	6.0
3423313188	39.4	8.0
3423311368	50.63	3.0
3423310931	49.28	6.0
3423312094	72.16	5.0
3423311538	36.74	7.0
3423310553	52.48	8.0
3423314367	59.95	7.0
3423311507	65.88	8.0
3423312203	49.83	9.0
3423314056	60.85	5.0
3423314068	59.7	10.0
3423310585	66.76	2.0
3423313205	50.68	4.0
3423312523	44.67	5.0
3423314268	53.88	4.0
3423314327	48.34	4.0
3423310870	46.08	3.0
3423311061	58.53	8.0
3423312897	53.43	6.0
3423314225	51.34	8.0
3423313329	74.11	6.0
3423312033	55.79	5.0
3423310604	71.3	8.0
3423312742	59.34	9.0
3423310838	73.13	3.0
3423312269	38.97	4.0
3423312211	31.88	7.0
3423312306	26.14	5.0
3423312547	35.39	8.0
3423311300	60.21	6.0
3423312502	49.17	0.0
3423310502	35.29	3.0
3423312740	51.57	5.0
3423313769	56.01	4.0
3423313347	59.08	5.0
3423310859	56.78	6.0
3423312859	56.02	5.0
3423311071	31.3	5.0
3423311597	56.1	9.0
3423313541	60.55	7.0
3423313013	64.6	3.0
3423311738	32.09	6.0
3423311766	52.49	6.0
3423314350	61.01	7.0
3423312278	57.26	6.0
3423312751	34.42	6.0
3423311871	44.44	7.0
3423312250	45.53	5.0
3423312320	44.78	6.0
3423312086	31.13	6.0
3423310971	39.02	4.0
3423311669	53.34	2.0
3423312615	51.01	5.0
3423311529	48.81	6.0
3423311268	50.16	4.0
3423314080	66.56	4.0
3423313277	51.05	4.0
3423311918	51.44	5.0
3423311029	49.22	5.0
3423312216	44.82	7.0
3423312949	55.23	8.0
3423313156	45.51	3.0
3423313409	44.53	4.0
3423312822	25.9	3.0
3423313829	61.28	6.0
3423313392	30.89	5.0
3423311482	41.6	6.0
3423310717	69.79	6.0
3423312659	47.48	3.0
3423313167	50.64	3.0
3423310821	62.55	3.0
3423313250	40.97	6.0
3423311779	64.38	6.0
3423313681	72.33	5.0
3423311399	57.8	8.0
3423311230	60.3	7.0
3423313873	45.25	8.0
3423310740	61.46	6.0
3423314252	50.14	3.0
3423311353	51.31	2.0
3423313307	41.42	6.0
3423314412	33.65	8.0
3423312710	37.09	7.0
3423311851	35.76	7.0
3423314302	54.8	6.0
3423314092	41.47	6.0
3423313608	43.54	4.0
3423311727	42.72	3.0
3423312840	56.12	2.0
3423311967	51.91	6.0
3423312554	39.26	7.0
3423313973	50.81	5.0
3423311210	53.0	5.0
3423312365	43.65	8.0
3423310519	58.17	5.0
3423312221	58.88	5.0
3423311152	49.9	6.0
3423311661	49.94	3.0
3423312045	63.02	3.0
3423314279	41.73	4.0
3423310960	58.95	2.0
3423311776	52.33	6.0
3423314272	49.25	7.0
3423311841	71.63	6.0
3423314155	53.34	8.0
3423313233	40.49	5.0
3423312422	35.32	2.0
3423311760	41.45	3.0
3423312136	61.34	5.0
3423311536	43.15	8.0
3423313924	42.32	5.0
3423311426	30.44	4.0
3423313340	56.59	6.0
3423313147	45.05	4.0
3423312846	47.22	7.0
3423313693	34.87	4.0
3423312341	47.16	4.0
3423312355	44.75	3.0
3423310539	41.62	9.0
3423312493	47.67	4.0
3423312500	51.09	7.0
3423311123	54.14	8.0
3423310649	74.51	5.0
3423311787	51.47	7.0
3423312129	29.96	6.0
3423312606	35.52	6.0
3423311791	51.63	7.0
3423313720	31.73	8.0
3423312983	65.39	5.0
3423311687	41.39	10.0
3423311342	43.95	5.0
3423312082	54.48	8.0
3423312805	58.12	8.0
3423311364	53.04	4.0
3423313425	43.05	4.0
3423314244	56.28	7.0
3423312726	42.21	8.0
3423311147	35.47	3.0
3423311950	42.97	8.0
3423313842	70.3	2.0
3423310829	41.82	3.0
3423312558	63.43	10.0
3423313345	45.45	3.0
3423311317	56.25	6.0
3423313600	41.64	1.0
3423312867	49.85	5.0
3423310709	44.93	5.0
3423310638	45.35	6.0
3423311570	66.26	3.0
3423311522	56.11	1.0
3423311157	40.37	4.0
3423311167	27.14	4.0
3423313338	46.89	6.0
3423311302	52.27	1.0
3423314078	40.92	6.0
3423312393	58.37	2.0
3423311795	32.08	4.0
3423313503	50.93	6.0
3423313718	67.87	2.0
3423310644	59.36	7.0
3423313081	47.05	5.0
3423312390	59.87	4.0
3423313634	32.52	10.0
3423313095	43.65	2.0
3423312128	49.98	4.0
3423313872	61.27	6.0
3423313970	40.5	4.0
3423312505	62.04	5.0
3423311573	50.56	3.0
3423313047	31.4	7.0
3423311449	41.91	6.0
3423313360	38.34	4.0
3423314182	42.44	3.0
3423313088	45.94	6.0
3423311907	60.7	3.0
3423311827	55.02	3.0
3423314156	50.91	5.0
3423312565	54.92	2.0
3423312727	65.84	6.0
3423311076	55.84	4.0
3423313400	51.61	2.0
3423312680	45.94	3.0
3423314410	31.39	5.0
3423311707	41.02	7.0
3423312716	34.61	6.0
3423313933	34.0	6.0
3423312966	34.34	0.0
3423314227	53.94	4.0
3423311493	53.75	3.0
3423313311	69.02	5.0
3423311900	60.75	5.0
3423312725	50.41	3.0
3423314005	49.24	5.0
3423313315	65.23	5.0
3423314133	44.8	7.0
3423312603	48.77	6.0
3423313859	48.43	3.0
3423312746	56.71	8.0
3423311454	53.06	5.0
3423313397	26.95	8.0
3423310852	46.54	4.0
3423313782	43.23	4.0
3423314404	59.07	1.0
3423311227	35.88	4.0
3423311946	49.41	7.0
3423314305	45.0	7.0
3423312866	58.96	6.0
3423311359	60.01	6.0
3423311040	43.02	7.0
3423311636	43.2	7.0
3423312657	62.91	7.0
3423313359	39.21	6.0
3423312785	40.92	7.0
3423312048	41.31	5.0
3423313289	69.15	3.0
3423311080	69.44	8.0
3423313508	48.14	3.0
3423312240	53.95	3.0
3423314213	62.97	2.0
3423313344	74.19	9.0
3423314445	51.73	3.0
3423312234	28.32	3.0
3423310456	46.75	4.0
3423313685	47.98	8.0
3423312561	43.98	4.0
3423313255	41.47	6.0
3423312462	77.94	8.0
3423311607	53.72	6.0
3423312051	60.71	6.0
3423312151	52.3	4.0
3423310728	56.09	6.0
3423312671	25.69	8.0
3423313623	45.3	5.0
3423310591	58.88	6.0
3423311831	59.43	6.0
3423311712	57.76	5.0
3423310997	47.29	3.0
3423314398	28.69	6.0
3423313570	42.88	5.0
3423311505	57.96	2.0
3423312041	46.72	3.0
3423312861	60.59	8.0
3423313236	36.03	6.0
3423312183	64.94	1.0
3423312272	53.9	4.0
3423311993	49.08	5.0
3423312439	38.58	3.0
3423313108	38.13	4.0
3423311345	46.65	3.0
3423313848	46.88	6.0
3423310891	49.9	4.0
3423310668	48.73	8.0
3423311729	31.88	6.0
3423310632	62.58	5.0
3423312593	61.6	3.0
3423312180	52.03	4.0
3423311430	28.98	5.0
3423311162	64.43	3.0
3423312865	48.26	3.0
3423313661	53.25	3.0
3423311236	45.32	4.0
3423312544	49.93	11.0
3423312783	50.28	6.0
3423313038	48.58	8.0
3423310919	67.82	6.0
3423313516	59.91	6.0
3423310672	64.55	7.0
3423313438	58.33	3.0
3423312302	32.88	6.0
3423311910	57.98	6.0
3423312970	52.67	6.0
3423311195	51.51	5.0
3423310817	54.46	3.0
3423312796	69.63	5.0
3423310827	49.92	2.0
3423314053	48.66	6.0
3423311190	38.6	2.0
3423314172	39.93	5.0
3423312713	66.74	6.0
3423310656	40.44	6.0
3423313652	52.86	5.0
3423314050	39.75	8.0
3423310968	61.33	1.0
3423312251	57.2	2.0
3423310911	65.91	3.0
3423313169	40.0	9.0
3423314198	49.98	4.0
3423311110	66.0	3.0
3423312748	52.84	4.0
3423312598	59.6	5.0
3423310844	48.82	6.0
3423311027	41.85	6.0
3423310791	53.52	9.0
3423311752	47.65	6.0
3423313901	56.01	6.0
3423310722	46.18	1.0
3423313007	64.8	8.0
3423310973	69.64	8.0
3423313677	56.23	2.0
3423314288	34.12	4.0
3423311478	61.8	1.0
3423310702	31.13	4.0
3423312582	73.18	8.0
3423313997	55.61	6.0
3423311241	51.84	2.0
3423312443	59.76	4.0
3423313696	54.84	7.0
3423312357	36.31	6.0
3423313719	29.94	4.0
3423312621	49.01	4.0
3423311194	47.93	5.0
3423313162	54.86	4.0
3423310719	34.3	8.0
3423313189	53.1	4.0
3423310583	41.62	4.0
3423314070	67.55	9.0
3423311294	60.29	6.0
3423313566	60.44	3.0
3423314134	30.15	6.0
3423313146	48.98	7.0
3423312206	45.56	4.0
3423313090	46.39	7.0
3423312712	54.84	3.0
3423311360	45.67	7.0
3423313454	47.0	5.0
3423314201	40.99	7.0
3423312689	50.64	5.0
3423311362	53.24	3.0
3423313617	61.45	9.0
3423313059	48.35	3.0
3423314229	33.51	4.0
3423313380	47.64	5.0
3423313184	31.37	5.0
3423313906	41.53	5.0
3423314323	56.07	6.0
3423311340	54.43	4.0
3423313281	65.17	4.0
3423311464	50.66	6.0
3423311746	56.41	7.0
3423311836	49.76	5.0
3423311867	44.0	4.0
3423312419	55.67	2.0
3423310914	53.45	5.0
3423312944	48.64	6.0
3423311143	39.16	5.0
3423313835	43.46	6.0
3423313000	48.79	5.0
3423310732	51.7	5.0
3423313427	34.76	5.0
3423311884	41.93	6.0
3423310508	64.32	4.0
3423313076	45.64	6.0
3423312446	49.3	5.0
3423313033	41.5	4.0
3423313115	54.82	5.0
3423310902	48.47	4.0
3423311492	43.07	1.0
3423313113	64.36	6.0
3423311034	66.9	5.0
3423313372	60.9	6.0
3423311132	42.6	5.0
3423312037	60.85	5.0
3423312792	66.57	2.0
3423314236	53.67	6.0
3423311113	65.02	11.0
3423313097	43.18	4.0
3423313253	52.0	3.0
3423312643	54.1	4.0
3423313748	47.57	6.0
3423311682	49.57	5.0
3423312749	44.84	7.0
3423312779	55.73	1.0
3423310921	37.3	5.0
3423312218	55.44	5.0
3423314104	47.04	4.0
3423314171	51.36	9.0
3423313808	70.59	2.0
3423311226	56.02	6.0
3423312874	46.99	7.0
3423314115	53.64	3.0
3423310907	39.17	4.0
3423314369	39.19	8.0
3423314193	52.8	7.0
3423311508	55.62	3.0
3423311553	43.95	3.0
3423312105	39.31	6.0
3423310990	42.46	5.0
3423313362	47.59	4.0
3423312085	40.71	5.0
3423310771	31.62	2.0
3423311606	31.14	9.0
3423314047	39.21	6.0
3423311526	50.7	7.0
3423311339	47.91	4.0
3423311138	54.47	4.0
3423313529	47.52	2.0
3423312934	65.2	7.0
3423311657	59.48	4.0
3423312789	62.58	5.0
3423313511	50.47	6.0
3423314083	53.41	3.0
3423314093	83.42	5.0
3423311116	58.78	3.0
3423313290	41.65	7.0
3423313023	53.0	3.0
3423313826	56.12	0.0
3423313172	37.54	5.0
3423314027	46.08	7.0
3423311961	34.55	7.0
3423314295	46.45	4.0
3423312811	66.17	6.0
3423312869	44.1	2.0
3423311860	56.24	5.0
3423311652	53.48	5.0
3423313085	70.32	4.0
3423311181	46.94	6.0
3423313899	36.98	6.0
3423311793	49.3	3.0
3423311035	27.04	6.0
3423311048	45.28	6.0
3423313244	50.03	2.0
3423311876	68.13	2.0
3423310986	26.78	2.0
3423311305	58.24	5.0
3423314062	46.98	6.0
3423312616	34.04	9.0
3423310808	53.49	4.0
3423311991	44.63	2.0
3423312238	51.27	6.0
3423311460	62.51	4.0
3423313642	42.25	5.0
3423313616	39.53	6.0
3423311957	46.59	4.0
3423311767	27.8	6.0
3423311255	52.12	7.0
3423310601	49.26	7.0
3423313447	55.56	5.0
3423310756	40.53	4.0
3423312294	53.96	1.0
3423311691	44.44	7.0
3423313755	61.23	3.0
3423312095	32.67	3.0
3423313916	36.99	3.0
3423313312	49.41	4.0
3423313286	57.89	6.0
3423311291	50.86	5.0
3423312353	57.64	8.0
3423310943	51.43	5.0
3423311213	37.73	3.0
3423314183	58.56	3.0
3423312428	45.26	4.0
3423314399	37.1	6.0
3423310952	44.41	3.0
3423312511	50.62	7.0
3423311701	55.14	1.0
3423314222	39.01	5.0
3423313931	52.11	7.0
3423312522	64.48	5.0
3423313074	48.69	6.0
3423310691	57.18	5.0
3423312520	59.04	6.0
3423312589	48.86	7.0
3423313528	59.12	7.0
3423312414	45.86	7.0
3423311161	60.78	0.0
3423312541	56.91	5.0
3423312451	34.95	0.0
3423312140	47.84	4.0
3423312275	48.14	2.0
3423312694	44.89	1.0
3423313536	65.76	9.0
3423312372	41.39	8.0
3423311480	66.81	5.0
3423313234	58.92	3.0
3423313789	46.72	7.0
3423312256	44.12	2.0
3423312650	53.59	2.0
3423311170	60.9	5.0
3423312063	38.06	7.0
3423311251	64.21	7.0
3423312194	56.61	8.0
3423310522	48.03	5.0
3423312989	48.63	4.0
3423312280	46.73	5.0
3423312562	51.97	5.0
3423312775	60.65	5.0
3423313125	54.41	6.0
3423311078	65.88	5.0
3423313324	38.04	4.0
3423311932	26.27	4.0
3423313665	60.05	6.0
3423313858	50.65	4.0
3423312329	50.07	4.0
3423311572	44.68	1.0
3423310841	69.88	7.0
3423313411	48.53	6.0
3423312731	61.06	8.0
3423313069	54.4	4.0
3423312252	65.32	3.0
3423313892	48.91	2.0
3423311141	47.33	3.0
3423313636	49.7	3.0
3423312436	35.97	7.0
3423314216	55.46	5.0
3423312411	49.48	4.0
3423310858	45.89	8.0
3423311387	45.69	3.0
3423312923	70.45	6.0
3423312868	58.45	6.0
3423311514	65.42	6.0
3423311391	38.21	5.0
3423314130	42.86	4.0
3423312116	44.62	2.0
3423311925	58.27	6.0
3423312169	34.84	8.0
3423314009	56.96	7.0
3423312134	58.07	11.0
3423311715	51.52	8.0
3423313283	36.76	7.0
3423310449	51.86	4.0
3423313955	57.16	4.0
3423313602	48.67	3.0
3423310925	59.0	4.0
3423311068	54.36	2.0
3423313609	41.52	4.0
3423311370	46.37	5.0
3423310457	51.91	6.0
3423310579	65.6	6.0
3423310762	61.92	4.0
3423313963	40.24	5.0
3423311063	65.11	5.0
3423311367	26.3	7.0
3423310884	41.87	6.0
3423311491	51.6	6.0
3423310540	43.69	4.0
3423311528	63.9	7.0
3423314251	72.04	3.0
3423313742	50.67	4.0
3423312377	57.78	1.0
3423313572	69.93	3.0
3423312948	56.26	6.0
3423311175	44.91	7.0
3423313136	52.01	7.0
3423311549	41.83	5.0
3423310882	49.27	5.0
3423312478	40.09	5.0
3423314433	75.09	5.0
3423310775	44.64	4.0
3423313522	41.63	6.0
3423314368	54.41	5.0
3423311794	27.46	5.0
3423312936	52.21	5.0
3423311873	74.91	4.0
3423314044	25.48	5.0
3423314341	52.75	4.0
3423312000	45.21	7.0
3423310904	49.97	6.0
3423311756	55.33	5.0
3423314137	30.34	6.0
3423314196	53.01	4.0
3423314309	58.27	6.0
3423311954	41.23	6.0
3423311196	46.1	4.0
3423313070	60.1	5.0
3423311037	51.02	7.0
3423313517	52.59	4.0
3423312038	43.26	2.0
3423310940	50.62	8.0
3423312137	46.51	8.0
3423310462	49.64	5.0
3423313393	50.67	4.0
3423312664	65.59	9.0
3423311813	45.58	7.0
3423313825	55.72	5.0
3423311487	44.47	4.0
3423314267	55.88	5.0
3423311658	47.4	6.0
3423313904	64.15	8.0
3423312881	61.37	1.0
3423311315	35.09	4.0
3423314332	47.59	5.0
3423310957	53.96	4.0
3423311176	63.61	5.0
3423312004	45.05	4.0
3423313980	43.89	5.0
3423313080	57.82	7.0
3423311518	50.96	3.0
3423311870	42.94	5.0
3423312955	67.08	1.0
3423313728	49.88	6.0
3423314087	37.35	5.0
3423313845	53.29	6.0
3423314292	37.04	5.0
3423311515	50.28	4.0
3423312613	50.96	6.0
3423311229	46.38	6.0
3423311990	34.79	4.0
3423312925	38.92	7.0
3423311579	46.54	4.0
3423314141	62.24	10.0
3423313295	50.96	1.0
3423313846	53.23	6.0
3423313429	53.89	2.0
3423314277	74.41	5.0
3423311280	50.85	5.0
3423312361	62.67	1.0
3423311092	36.33	8.0
3423314246	50.48	8.0
3423312053	43.32	4.0
3423314266	50.78	2.0
3423312440	49.62	4.0
3423310993	52.6	4.0
3423314132	45.29	9.0
3423314415	64.98	3.0
3423314311	41.82	4.0
3423310924	55.3	4.0
3423311088	52.57	7.0
3423313068	51.53	2.0
3423311169	46.71	4.0
3423313885	52.3	3.0
3423314374	43.69	6.0
3423311297	29.7	6.0
3423313705	53.59	5.0
3423313809	48.51	8.0
3423314136	29.01	3.0
3423314417	56.14	9.0
3423312179	56.83	5.0
3423314188	59.93	7.0
3423314178	52.72	4.0
3423311307	59.63	3.0
3423314261	32.63	4.0
3423313483	26.62	5.0
3423312430	66.95	5.0
3423312782	35.24	2.0
3423313218	66.96	4.0
3423312702	54.87	6.0
3423310956	70.04	1.0
3423311083	45.11	6.0
3423310518	44.77	2.0
3423310905	75.68	7.0
3423312261	53.45	5.0
3423313171	55.01	6.0
3423311632	34.24	4.0
3423310873	52.42	5.0
3423314048	37.0	5.0
3423311100	49.14	6.0
3423311025	49.35	6.0
3423312389	32.54	8.0
3423313964	52.15	4.0
3423310640	47.49	5.0
3423310761	54.5	5.0
3423312548	31.58	6.0
3423314180	59.91	7.0
3423313595	34.02	6.0
3423311119	57.14	2.0
3423312513	38.27	8.0
3423314226	33.56	7.0
3423311012	57.74	4.0
3423310563	51.29	5.0
3423311329	51.87	4.0
3423312580	41.31	5.0
3423313650	16.39	8.0
3423314007	56.55	5.0
3423310953	41.0	6.0
3423312901	31.72	2.0
3423313977	63.75	4.0
3423311392	67.15	7.0
3423313881	33.66	8.0
3423313248	40.32	6.0
3423312295	52.41	3.0
3423310792	56.56	4.0
3423313040	50.32	5.0
3423312464	50.72	5.0
3423311097	25.17	6.0
3423313550	45.32	6.0
3423312581	45.15	7.0
3423312006	38.63	4.0
3423313078	63.43	4.0
3423311049	32.45	6.0
3423312141	34.68	7.0
3423314077	49.89	2.0
3423312204	66.63	9.0
3423313333	34.11	5.0
3423312425	56.86	4.0
3423310862	46.14	5.0
3423312326	69.49	1.0
3423311101	67.46	4.0
3423313455	37.83	7.0
3423310822	52.81	5.0
3423311639	35.42	3.0
3423313073	48.84	4.0
3423313491	58.43	2.0
3423314363	37.76	5.0
3423313969	29.88	4.0
3423313377	49.48	2.0
3423312551	36.84	5.0
3423310452	53.5	5.0
3423312876	48.95	2.0
3423311926	51.91	6.0
3423311804	72.14	6.0
3423311436	51.91	6.0
3423312585	32.58	6.0
3423310499	52.68	3.0
3423310654	58.94	5.0
3423313695	63.95	3.0
3423313863	36.88	5.0
3423310840	57.25	3.0
3423313993	44.51	6.0
3423312512	58.4	7.0
3423314411	38.4	4.0
3423311477	44.95	5.0
3423312121	47.87	4.0
3423314013	35.83	6.0
3423310842	24.58	4.0
3423312202	48.71	5.0
3423310922	56.67	3.0
3423312570	48.72	6.0
3423311864	47.6	1.0
3423313191	55.05	6.0
3423311347	62.81	6.0
3423314139	50.86	4.0
3423311111	51.63	4.0
3423313656	27.83	5.0
3423314394	50.4	7.0
3423310708	53.69	5.0
3423313684	48.17	4.0
3423314441	38.25	6.0
3423313660	54.66	3.0
3423314079	42.41	7.0
3423314428	52.04	1.0
3423313659	67.41	4.0
3423313280	50.71	7.0
3423310642	48.45	6.0
3423311811	58.03	4.0
3423311758	64.12	4.0
3423312369	41.6	7.0
3423310815	42.32	6.0
3423313811	69.72	4.0
3423310835	60.39	7.0
3423311937	57.86	6.0
3423311908	58.88	6.0
3423312225	54.94	7.0
3423312019	48.64	4.0
3423310948	69.66	4.0
3423311745	55.4	9.0
3423313192	42.27	4.0
3423313093	58.67	1.0
3423310564	58.64	1.0
3423310469	49.85	8.0
3423312930	37.14	2.0
3423314313	33.95	5.0
3423312153	40.72	6.0
3423311890	56.34	6.0
3423313118	72.41	7.0
3423310577	48.52	7.0
3423312288	68.6	4.0
3423313065	61.86	7.0
3423312040	52.59	5.0
3423313257	50.94	6.0
3423313982	58.56	7.0
3423311266	62.48	7.0
3423311945	27.48	5.0
3423312627	37.26	1.0
3423313292	70.3	3.0
3423312476	42.54	5.0
3423312752	54.23	5.0
3423313309	52.43	11.0
3423312973	54.87	4.0
3423313913	33.42	4.0
3423314098	67.51	7.0
3423312506	52.69	1.0
3423311024	55.16	7.0
3423313055	52.11	4.0
3423312552	54.27	6.0
3423310972	56.07	5.0
3423312403	46.64	5.0
3423310984	39.64	4.0
3423314113	43.58	7.0
3423311407	54.64	5.0
3423311363	39.87	4.0
3423310679	52.7	7.0
3423312609	45.53	4.0
3423311933	50.34	6.0
3423310619	53.39	4.0
3423310741	44.5	8.0
3423312588	62.6	6.0
3423312347	53.76	4.0
3423311279	54.1	7.0
3423312993	56.2	6.0
3423312809	49.33	7.0
3423312447	72.9	7.0
3423313414	45.83	2.0
3423313351	57.25	0.0
3423312667	66.67	5.0
3423312781	34.86	3.0
3423310724	51.34	6.0
3423312344	49.93	5.0
3423314059	49.43	7.0
3423313678	49.56	4.0
3423313585	64.63	8.0
3423313820	68.18	5.0
3423312875	56.45	6.0
3423310733	35.82	5.0
3423311979	51.35	6.0
3423310861	48.34	5.0
3423313382	45.94	6.0
3423314116	42.37	5.0
3423310669	60.81	6.0
3423311288	36.82	5.0
3423310558	47.77	6.0
3423313766	59.02	3.0
3423314090	60.99	4.0
3423312521	63.68	4.0
3423312768	40.54	5.0
3423311065	47.81	6.0
3423310872	49.72	4.0
3423310559	58.11	7.0
3423310895	60.73	5.0
3423312108	47.39	7.0
3423311321	63.15	0.0
3423312101	71.55	4.0
3423314264	55.78	7.0
3423313680	44.77	3.0
3423313368	36.18	5.0
3423314012	55.18	5.0
3423312646	67.74	1.0
3423312434	59.16	8.0
3423312308	55.51	8.0
3423312343	40.01	1.0
3423310574	49.71	6.0
3423313410	56.49	4.0
3423313697	55.05	7.0
3423311366	57.91	7.0
3423312181	50.49	3.0
3423313561	56.18	6.0
3423312935	51.35	2.0
3423311117	48.29	5.0
3423311519	30.16	5.0
3423312906	57.01	7.0
3423313869	42.9	6.0
3423310580	64.85	6.0
3423314347	61.21	7.0
3423310463	31.6	5.0
3423313348	43.61	3.0
3423312586	35.6	1.0
3423312109	55.47	9.0
3423313470	37.15	7.0
3423313579	48.09	5.0
3423310544	49.65	11.0
3423311672	31.25	4.0
3423313717	54.0	6.0
3423313905	47.68	4.0
3423310712	48.19	6.0
3423314200	37.64	7.0
3423311614	63.66	1.0
3423311948	34.94	5.0
3423313468	34.41	4.0
3423314258	47.46	2.0
3423312016	60.78	6.0
3423314152	55.58	4.0
3423311376	44.49	4.0
3423313879	36.07	5.0
3423312873	49.26	7.0
3423313591	64.9	6.0
3423313925	53.25	3.0
3423311358	54.25	7.0
3423313279	48.47	3.0
3423313539	50.56	5.0
3423311439	45.67	7.0
3423313251	59.67	3.0
3423311629	47.77	5.0
3423311319	51.2	9.0
3423311648	52.57	5.0
3423313967	56.52	7.0
3423313747	63.71	6.0
3423312837	63.72	8.0
3423313422	65.08	3.0
3423312668	48.42	5.0
3423313027	41.08	2.0
3423312933	46.2	5.0
3423312686	47.74	7.0
3423312177	50.78	5.0
3423313945	62.3	5.0
3423310497	38.42	2.0
3423310900	51.55	6.0
3423312008	41.31	6.0
3423311695	57.2	5.0
3423311676	51.97	7.0
3423314220	34.74	4.0
3423310969	62.81	4.0
3423311924	55.97	4.0
3423311819	54.99	6.0
3423312495	58.13	4.0
3423312947	66.86	6.0
3423310832	45.03	11.0
3423310681	53.54	7.0
3423311287	23.2	8.0
3423313765	64.13	6.0
3423313082	53.11	3.0
3423311284	62.58	8.0
3423311944	57.68	2.0
3423314317	29.13	5.0
3423311232	58.83	5.0
3423313150	44.83	7.0
3423313804	40.46	7.0
3423310941	58.92	4.0
3423311559	56.04	6.0
3423312459	41.14	6.0
3423312152	48.35	7.0
3423313341	56.17	1.0
3423313261	47.57	5.0
3423312035	44.22	5.0
3423311649	52.85	4.0
3423313453	41.15	7.0
3423311404	47.82	4.0
3423310496	66.89	3.0
3423311440	43.25	7.0
3423313216	74.47	5.0
3423312409	47.43	2.0
3423313017	49.34	3.0
3423311262	56.37	3.0
3423313357	50.64	4.0
3423314380	60.36	5.0
3423313580	45.74	5.0
3423313823	60.32	5.0
3423313026	59.08	5.0
3423312754	40.87	5.0
3423311269	63.55	1.0
3423312622	54.65	4.0
3423311824	53.47	4.0
3423314031	41.7	5.0
3423312334	55.76	7.0
3423311722	53.33	5.0
3423313798	49.58	4.0
3423312524	40.9	5.0
3423311289	54.32	5.0
3423311883	52.11	11.0
3423312961	54.34	3.0
3423312950	41.75	5.0
3423310989	49.19	5.0
3423313442	46.8	6.0
3423313958	30.97	8.0
3423310903	42.42	4.0
3423313204	30.31	6.0
3423313736	32.95	10.0
3423313987	58.13	6.0
3423312043	64.32	3.0
3423310608	39.93	4.0
3423311018	40.63	3.0
3423313240	48.81	6.0
3423311952	40.34	2.0
3423314340	54.29	9.0
3423311684	47.92	7.0
3423311762	55.11	6.0
3423312277	58.93	6.0
3423311588	34.04	6.0
3423311295	50.3	8.0
3423312892	51.38	4.0
3423311424	42.02	1.0
3423311919	39.33	6.0
3423310879	49.76	7.0
3423311679	46.96	1.0
3423313557	58.61	5.0
3423310998	32.53	4.0
3423313176	38.94	8.0
3423312888	46.81	9.0
3423310701	50.56	5.0
3423313016	37.57	6.0
3423312117	49.86	5.0
3423312293	53.57	4.0
3423313861	35.15	5.0
3423314035	36.91	6.0
3423310954	60.04	5.0
3423311733	41.25	3.0
3423310584	49.53	7.0
3423310511	44.54	7.0
3423310876	53.61	3.0
3423312771	62.81	7.0
3423313743	49.22	8.0
3423311130	52.34	7.0
3423313183	55.11	3.0
3423310571	50.03	9.0
3423312518	54.39	3.0
3423312761	47.56	5.0
3423314346	39.39	8.0
3423313451	46.85	7.0
3423313552	37.68	7.0
3423312998	50.56	5.0
3423314190	179.22	95.0
3423314144	192.34	69.0
3423314442	140.25	92.0
3423313001	184.28	70.0
3423311047	200.58	50.0
3423312780	197.99	95.0
3423313932	199.81	32.0
3423310689	168.45	70.0
3423312919	197.87	74.0
3423314356	172.08	87.0
3423310586	164.31	45.0
3423313042	162.56	56.0
3423312098	165.2	74.0
3423313466	211.36	5.0
3423310545	157.51	59.0
3423311847	208.47	26.0
3423311620	180.95	85.0
3423312577	167.83	70.0
3423313198	144.23	49.0
3423312363	163.82	79.0
3423311045	186.28	4.0
3423310933	182.21	72.0
3423313498	149.08	78.0
