date,month,day,year,maxTemp,meanTemp,minTemp
1/12/05,1,12,2005,62,48,33
1/13/05,1,13,2005,43,30,15
1/14/05,1,14,2005,12,8,3
1/15/05,1,15,2005,14,10,5
1/16/05,1,16,2005,14,8,3
1/17/05,1,17,2005,10,6,1
1/18/05,1,18,2005,23,11,1
1/19/05,1,19,2005,35,30,26
1/20/05,1,20,2005,28,26,23
1/21/05,1,21,2005,24,20,17
1/22/05,1,22,2005,21,16,10
1/23/05,1,23,2005,23,16,9
1/24/05,1,24,2005,30,26,21
1/25/05,1,25,2005,42,34,25
1/26/05,1,26,2005,35,26,17
1/27/05,1,27,2005,21,15,8
1/28/05,1,28,2005,27,16,5
1/29/05,1,29,2005,34,26,19
1/30/05,1,30,2005,34,31,26
1/31/05,1,31,2005,36,28,19
2/1/05,2,1,2005,34,28,23
2/2/05,2,2,2005,35,26,17
2/3/05,2,3,2005,43,30,18
2/4/05,2,4,2005,50,37,24
2/5/05,2,5,2005,55,46,37
2/6/05,2,6,2005,46,42,39
2/7/05,2,7,2005,45,40,33
2/8/05,2,8,2005,33,30,26
2/9/05,2,9,2005,28,26,24
2/10/05,2,10,2005,32,26,21
2/11/05,2,11,2005,41,32,23
2/12/05,2,12,2005,51,42,33
2/13/05,2,13,2005,41,38,37
2/14/05,2,14,2005,48,42,37
2/15/05,2,15,2005,42,38,33
2/16/05,2,16,2005,33,30,26
2/17/05,2,17,2005,27,22,17
2/18/05,2,18,2005,25,18,10
2/19/05,2,19,2005,41,31,21
2/20/05,2,20,2005,37,34,30
2/21/05,2,21,2005,36,34,33
2/22/05,2,22,2005,35,30,21
2/23/05,2,23,2005,35,28,21
2/24/05,2,24,2005,34,31,28
2/25/05,2,25,2005,39,34,28
2/26/05,2,26,2005,33,29,25
2/27/05,2,27,2005,39,33,27
2/28/05,2,28,2005,35,30,26
3/1/05,3,1,2005,26,22,19
3/2/05,3,2,2005,26,20,13
3/3/05,3,3,2005,34,25,16
3/4/05,3,4,2005,44,32,21
3/5/05,3,5,2005,41,38,35
3/6/05,3,6,2005,64,50,36
3/7/05,3,7,2005,55,42,27
3/8/05,3,8,2005,30,24,18
3/9/05,3,9,2005,30,24,19
3/10/05,3,10,2005,37,29,21
3/11/05,3,11,2005,34,30,25
3/12/05,3,12,2005,33,26,18
3/13/05,3,13,2005,33,24,15
3/14/05,3,14,2005,36,30,24
3/15/05,3,15,2005,39,30,21
3/16/05,3,16,2005,48,36,24
3/17/05,3,17,2005,34,31,28
3/18/05,3,18,2005,44,38,33
3/19/05,3,19,2005,50,42,33
3/20/05,3,20,2005,39,34,28
3/21/05,3,21,2005,37,32,27
3/22/05,3,22,2005,42,36,30
3/23/05,3,23,2005,39,34,28
3/24/05,3,24,2005,48,36,23
3/25/05,3,25,2005,39,36,33
3/26/05,3,26,2005,44,37,30
3/27/05,3,27,2005,48,37,26
3/28/05,3,28,2005,60,44,28
3/29/05,3,29,2005,69,52,35
3/30/05,3,30,2005,75,64,53
3/31/05,3,31,2005,57,49,41
4/1/05,4,1,2005,55,45,35
4/2/05,4,2,2005,55,45,32
4/3/05,4,3,2005,64,48,32
4/4/05,4,4,2005,68,52,37
4/5/05,4,5,2005,75,62,48
4/6/05,4,6,2005,80,64,50
4/7/05,4,7,2005,54,48,42
4/8/05,4,8,2005,61,49,37
4/9/05,4,9,2005,68,52,37
4/10/05,4,10,2005,79,62,45
4/11/05,4,11,2005,75,65,57
4/12/05,4,12,2005,54,48,42
4/13/05,4,13,2005,54,46,39
4/14/05,4,14,2005,63,50,39
4/15/05,4,15,2005,63,50,36
4/16/05,4,16,2005,73,55,37
4/17/05,4,17,2005,75,63,51
4/18/05,4,18,2005,82,64,45
4/19/05,4,19,2005,81,70,61
4/20/05,4,20,2005,70,58,44
4/21/05,4,21,2005,57,48,42
4/22/05,4,22,2005,46,42,38
4/23/05,4,23,2005,42,39,35
4/24/05,4,24,2005,54,44,33
4/25/05,4,25,2005,67,53,39
4/26/05,4,26,2005,57,50,43
4/27/05,4,27,2005,55,48,40
4/28/05,4,28,2005,57,48,38
4/29/05,4,29,2005,53,46,39
4/30/05,4,30,2005,58,46,34
5/1/05,5,1,2005,48,42,35
5/2/05,5,2,2005,44,40,35
5/3/05,5,3,2005,52,43,33
5/4/05,5,4,2005,62,48,33
5/5/05,5,5,2005,70,54,38
5/6/05,5,6,2005,76,63,50
5/7/05,5,7,2005,60,53,45
5/8/05,5,8,2005,85,64,43
5/9/05,5,9,2005,77,70,62
5/10/05,5,10,2005,82,71,60
5/11/05,5,11,2005,64,54,43
5/12/05,5,12,2005,55,49,42
5/13/05,5,13,2005,73,61,49
5/14/05,5,14,2005,64,56,47
5/15/05,5,15,2005,54,48,41
5/16/05,5,16,2005,60,52,44
5/17/05,5,17,2005,71,60,49
5/18/05,5,18,2005,75,66,57
5/19/05,5,19,2005,72,62,51
5/20/05,5,20,2005,68,58,47
5/21/05,5,21,2005,73,58,43
5/22/05,5,22,2005,80,69,57
5/23/05,5,23,2005,70,61,52
5/24/05,5,24,2005,67,57,47
5/25/05,5,25,2005,69,58,47
5/26/05,5,26,2005,75,66,56
5/27/05,5,27,2005,70,59,48
5/28/05,5,28,2005,68,58,48
5/29/05,5,29,2005,70,57,43
5/30/05,5,30,2005,74,60,46
5/31/05,5,31,2005,72,59,46
6/1/05,6,1,2005,80,65,50
6/2/05,6,2,2005,76,66,56
6/3/05,6,3,2005,73,67,60
6/4/05,6,4,2005,86,72,57
6/5/05,6,5,2005,87,78,68
6/6/05,6,6,2005,89,78,66
6/7/05,6,7,2005,92,77,61
6/8/05,6,8,2005,89,78,66
6/9/05,6,9,2005,89,77,64
6/10/05,6,10,2005,88,78,67
6/11/05,6,11,2005,88,80,72
6/12/05,6,12,2005,80,75,70
6/13/05,6,13,2005,89,78,67
6/14/05,6,14,2005,80,74,67
6/15/05,6,15,2005,70,64,58
6/16/05,6,16,2005,79,66,53
6/17/05,6,17,2005,70,61,51
6/18/05,6,18,2005,71,62,53
6/19/05,6,19,2005,78,64,52
6/20/05,6,20,2005,86,69,52
6/21/05,6,21,2005,89,75,60
6/22/05,6,22,2005,85,72,59
6/23/05,6,23,2005,93,77,60
6/24/05,6,24,2005,96,86,76
6/25/05,6,25,2005,91,80,69
6/26/05,6,26,2005,93,82,70
6/27/05,6,27,2005,95,82,68
6/28/05,6,28,2005,94,85,76
6/29/05,6,29,2005,90,82,73
6/30/05,6,30,2005,91,82,72
7/1/05,7,1,2005,76,69,62
7/2/05,7,2,2005,75,65,54
7/3/05,7,3,2005,86,70,54
7/4/05,7,4,2005,87,77,67
7/5/05,7,5,2005,87,75,63
7/6/05,7,6,2005,80,72,64
7/7/05,7,7,2005,81,73,64
7/8/05,7,8,2005,85,73,60
7/9/05,7,9,2005,88,72,56
7/10/05,7,10,2005,91,76,60
7/11/05,7,11,2005,89,76,63
7/12/05,7,12,2005,85,79,72
7/13/05,7,13,2005,86,80,73
7/14/05,7,14,2005,87,79,71
7/15/05,7,15,2005,87,79,70
7/16/05,7,16,2005,93,81,68
7/17/05,7,17,2005,97,84,70
7/18/05,7,18,2005,91,83,75
7/19/05,7,19,2005,92,79,66
7/20/05,7,20,2005,92,78,63
7/21/05,7,21,2005,88,79,70
7/22/05,7,22,2005,86,75,64
7/23/05,7,23,2005,83,74,64
7/24/05,7,24,2005,102,90,78
7/25/05,7,25,2005,89,81,72
7/26/05,7,26,2005,84,75,66
7/27/05,7,27,2005,74,65,56
7/28/05,7,28,2005,79,66,53
7/29/05,7,29,2005,83,72,61
7/30/05,7,30,2005,86,73,59
7/31/05,7,31,2005,89,79,69
8/1/05,8,1,2005,93,81,69
8/2/05,8,2,2005,92,79,65
8/3/05,8,3,2005,93,84,74
8/4/05,8,4,2005,88,82,76
8/5/05,8,5,2005,84,73,62
8/6/05,8,6,2005,84,72,59
8/7/05,8,7,2005,89,74,58
8/8/05,8,8,2005,93,78,63
8/9/05,8,9,2005,95,80,65
8/10/05,8,10,2005,90,79,68
8/11/05,8,11,2005,77,72,67
8/12/05,8,12,2005,85,79,72
8/13/05,8,13,2005,75,72,68
8/14/05,8,14,2005,76,69,61
8/15/05,8,15,2005,82,71,60
8/16/05,8,16,2005,84,74,63
8/17/05,8,17,2005,84,71,58
8/18/05,8,18,2005,84,77,69
8/19/05,8,19,2005,88,79,69
8/20/05,8,20,2005,86,78,69
8/21/05,8,21,2005,82,74,65
8/22/05,8,22,2005,73,67,61
8/23/05,8,23,2005,73,66,58
8/24/05,8,24,2005,76,67,57
8/25/05,8,25,2005,81,72,63
8/26/05,8,26,2005,83,75,66
8/27/05,8,27,2005,84,76,67
8/28/05,8,28,2005,86,75,64
8/29/05,8,29,2005,85,74,62
8/30/05,8,30,2005,80,71,61
8/31/05,8,31,2005,80,71,62
9/1/05,9,1,2005,85,76,66
9/2/05,9,2,2005,83,72,61
9/3/05,9,3,2005,80,69,58
9/4/05,9,4,2005,84,70,56
9/5/05,9,5,2005,87,73,58
9/6/05,9,6,2005,87,74,60
9/7/05,9,7,2005,88,78,67
9/8/05,9,8,2005,80,72,64
9/9/05,9,9,2005,87,74,61
9/10/05,9,10,2005,92,80,67
9/11/05,9,11,2005,90,80,69
9/12/05,9,12,2005,90,79,68
9/13/05,9,13,2005,94,83,71
9/14/05,9,14,2005,76,67,57
9/15/05,9,15,2005,70,62,54
9/16/05,9,16,2005,70,62,54
9/17/05,9,17,2005,77,65,52
9/18/05,9,18,2005,81,68,54
9/19/05,9,19,2005,84,75,65
9/20/05,9,20,2005,83,69,55
9/21/05,9,21,2005,87,70,53
9/22/05,9,22,2005,87,75,63
9/23/05,9,23,2005,67,65,62
9/24/05,9,24,2005,71,67,63
9/25/05,9,25,2005,75,71,67
9/26/05,9,26,2005,69,60,51
9/27/05,9,27,2005,74,61,47
9/28/05,9,28,2005,73,62,50
9/29/05,9,29,2005,62,53,43
9/30/05,9,30,2005,71,58,44
10/1/05,10,1,2005,79,65,51
10/2/05,10,2,2005,84,69,54
10/3/05,10,3,2005,85,78,70
10/4/05,10,4,2005,87,79,71
10/5/05,10,5,2005,84,77,69
10/6/05,10,6,2005,69,58,47
10/7/05,10,7,2005,54,49,43
10/8/05,10,8,2005,53,48,43
10/9/05,10,9,2005,59,53,46
10/10/05,10,10,2005,63,54,44
10/11/05,10,11,2005,60,58,55
10/12/05,10,12,2005,63,59,55
10/13/05,10,13,2005,72,61,49
10/14/05,10,14,2005,76,62,48
10/15/05,10,15,2005,67,58,48
10/16/05,10,16,2005,63,52,41
10/17/05,10,17,2005,75,58,41
10/18/05,10,18,2005,73,58,43
10/19/05,10,19,2005,64,56,47
10/20/05,10,20,2005,56,51,45
10/21/05,10,21,2005,58,53,47
10/22/05,10,22,2005,54,46,38
10/23/05,10,23,2005,48,40,32
10/24/05,10,24,2005,51,46,40
10/25/05,10,25,2005,51,45,38
10/26/05,10,26,2005,52,44,35
10/27/05,10,27,2005,54,44,34
10/28/05,10,28,2005,57,44,31
10/29/05,10,29,2005,61,45,28
10/30/05,10,30,2005,65,54,43
10/31/05,10,31,2005,57,54,50
11/1/05,11,1,2005,56,48,39
11/2/05,11,2,2005,66,52,38
11/3/05,11,3,2005,70,62,53
11/4/05,11,4,2005,70,60,49
11/5/05,11,5,2005,62,54,46
11/6/05,11,6,2005,61,51,40
11/7/05,11,7,2005,62,49,36
11/8/05,11,8,2005,62,55,47
11/9/05,11,9,2005,66,54,41
11/10/05,11,10,2005,48,39,29
11/11/05,11,11,2005,60,47,34
11/12/05,11,12,2005,65,54,43
11/13/05,11,13,2005,61,49,36
11/14/05,11,14,2005,49,39,28
11/15/05,11,15,2005,55,46,37
11/16/05,11,16,2005,37,29,21
11/17/05,11,17,2005,28,22,15
11/18/05,11,18,2005,38,30,21
11/19/05,11,19,2005,53,43,32
11/20/05,11,20,2005,45,39,32
11/21/05,11,21,2005,49,42,35
11/22/05,11,22,2005,39,32,24
11/23/05,11,23,2005,44,37,30
11/24/05,11,24,2005,41,29,16
11/25/05,11,25,2005,27,20,13
11/26/05,11,26,2005,46,32,18
11/27/05,11,27,2005,55,48,40
11/28/05,11,28,2005,61,50,39
11/29/05,11,29,2005,39,33,26
11/30/05,11,30,2005,27,24,20
12/1/05,12,1,2005,29,25,20
12/2/05,12,2,2005,24,19,13
12/3/05,12,3,2005,30,25,20
12/4/05,12,4,2005,28,20,12
12/5/05,12,5,2005,17,11,4
12/6/05,12,6,2005,17,11,4
12/7/05,12,7,2005,15,8,0
12/8/05,12,8,2005,28,16,3
12/9/05,12,9,2005,28,20,11
12/10/05,12,10,2005,32,22,12
12/11/05,12,11,2005,33,20,7
12/12/05,12,12,2005,28,19,9
12/13/05,12,13,2005,28,26,23
12/14/05,12,14,2005,35,32,28
12/15/05,12,15,2005,35,30,24
12/16/05,12,16,2005,24,21,18
12/17/05,12,17,2005,20,16,11
12/18/05,12,18,2005,15,10,4
12/19/05,12,19,2005,11,5,-1
12/20/05,12,20,2005,21,13,5
12/21/05,12,21,2005,20,12,3
12/22/05,12,22,2005,38,22,6
12/23/05,12,23,2005,44,41,37
12/24/05,12,24,2005,39,37,34
12/25/05,12,25,2005,36,35,33
12/26/05,12,26,2005,37,35,32
12/27/05,12,27,2005,47,40,32
12/28/05,12,28,2005,39,37,34
12/29/05,12,29,2005,37,35,32
12/30/05,12,30,2005,38,36,33
12/31/05,12,31,2005,37,35,32
1/1/06,1,1,2006,45,36,26
1/2/06,1,2,2006,42,41,40
1/3/06,1,3,2006,42,41,39
1/4/06,1,4,2006,43,40,36
1/5/06,1,5,2006,37,34,31
1/6/06,1,6,2006,31,30,28
1/7/06,1,7,2006,39,34,28
1/8/06,1,8,2006,45,39,32
1/9/06,1,9,2006,38,36,33
1/10/06,1,10,2006,38,29,20
1/11/06,1,11,2006,42,40,37
1/12/06,1,12,2006,57,48,38
1/13/06,1,13,2006,49,41,32
1/14/06,1,14,2006,37,33,28
1/15/06,1,15,2006,45,36,27
1/16/06,1,16,2006,47,39,30
1/17/06,1,17,2006,43,35,27
1/18/06,1,18,2006,35,28,20
1/19/06,1,19,2006,55,41,27
1/20/06,1,20,2006,46,39,32
1/21/06,1,21,2006,34,26,18
1/22/06,1,22,2006,36,30,24
1/23/06,1,23,2006,30,27,23
1/24/06,1,24,2006,40,35,29
1/25/06,1,25,2006,35,30,25
1/26/06,1,26,2006,43,30,17
1/27/06,1,27,2006,51,43,35
1/28/06,1,28,2006,49,43,36
1/29/06,1,29,2006,50,45,39
1/30/06,1,30,2006,39,36,32
1/31/06,1,31,2006,38,34,30
2/1/06,2,1,2006,48,40,31
2/2/06,2,2,2006,43,35,27
2/3/06,2,3,2006,44,38,32
2/4/06,2,4,2006,32,29,25
2/5/06,2,5,2006,34,28,21
2/6/06,2,6,2006,36,28,20
2/7/06,2,7,2006,33,27,20
2/8/06,2,8,2006,30,26,21
2/9/06,2,9,2006,32,24,16
2/10/06,2,10,2006,37,31,25
2/11/06,2,11,2006,35,31,26
2/12/06,2,12,2006,30,27,23
2/13/06,2,13,2006,39,28,16
2/14/06,2,14,2006,56,40,24
2/15/06,2,15,2006,42,37,32
2/16/06,2,16,2006,37,30,22
2/17/06,2,17,2006,24,14,3
2/18/06,2,18,2006,8,1,-7
2/19/06,2,19,2006,20,11,1
2/20/06,2,20,2006,33,23,12
2/21/06,2,21,2006,37,28,19
2/22/06,2,22,2006,46,35,24
2/23/06,2,23,2006,43,33,23
2/24/06,2,24,2006,47,31,15
2/25/06,2,25,2006,41,31,21
2/26/06,2,26,2006,34,25,16
2/27/06,2,27,2006,38,33,27
2/28/06,2,28,2006,38,32,26
3/1/06,3,1,2006,41,36,31
3/2/06,3,2,2006,37,31,25
3/3/06,3,3,2006,36,28,20
3/4/06,3,4,2006,41,31,21
3/5/06,3,5,2006,34,30,26
3/6/06,3,6,2006,36,32,28
3/7/06,3,7,2006,44,32,20
3/8/06,3,8,2006,53,46,39
3/9/06,3,9,2006,58,48,38
3/10/06,3,10,2006,54,46,38
3/11/06,3,11,2006,67,55,43
3/12/06,3,12,2006,56,48,40
3/13/06,3,13,2006,63,47,30
3/14/06,3,14,2006,42,35,27
3/15/06,3,15,2006,42,34,25
3/16/06,3,16,2006,37,34,32
3/17/06,3,17,2006,39,34,27
3/18/06,3,18,2006,41,33,25
3/19/06,3,19,2006,46,36,27
3/20/06,3,20,2006,37,32,26
3/21/06,3,21,2006,32,29,26
3/22/06,3,22,2006,48,36,25
3/23/06,3,23,2006,41,36,32
3/24/06,3,24,2006,40,36,31
3/25/06,3,25,2006,45,37,28
3/26/06,3,26,2006,46,37,28
3/27/06,3,27,2006,50,38,25
3/28/06,3,28,2006,44,42,39
3/29/06,3,29,2006,51,42,33
3/30/06,3,30,2006,69,52,35
3/31/06,3,31,2006,66,56,46
4/1/06,4,1,2006,46,42,39
4/2/06,4,2,2006,60,50,39
4/3/06,4,3,2006,54,46,39
4/4/06,4,4,2006,55,46,36
4/5/06,4,5,2006,57,46,34
4/6/06,4,6,2006,57,49,41
4/7/06,4,7,2006,55,44,33
4/8/06,4,8,2006,43,36,30
4/9/06,4,9,2006,55,42,28
4/10/06,4,10,2006,71,52,35
4/11/06,4,11,2006,75,62,50
4/12/06,4,12,2006,75,68,60
4/13/06,4,13,2006,80,67,55
4/14/06,4,14,2006,81,72,64
4/15/06,4,15,2006,66,58,48
4/16/06,4,16,2006,62,53,46
4/17/06,4,17,2006,55,50,43
4/18/06,4,18,2006,66,54,45
4/19/06,4,19,2006,73,62,52
4/20/06,4,20,2006,75,65,55
4/21/06,4,21,2006,71,58,46
4/22/06,4,22,2006,68,57,48
4/23/06,4,23,2006,72,58,45
4/24/06,4,24,2006,73,56,39
4/25/06,4,25,2006,46,42,37
4/26/06,4,26,2006,64,47,30
4/27/06,4,27,2006,71,57,39
4/28/06,4,28,2006,68,52,37
4/29/06,4,29,2006,61,56,51
4/30/06,4,30,2006,59,55,53
5/1/06,5,1,2006,59,57,55
5/2/06,5,2,2006,72,63,52
5/3/06,5,3,2006,73,62,51
5/4/06,5,4,2006,68,60,55
5/5/06,5,5,2006,57,52,48
5/6/06,5,6,2006,57,49,41
5/7/06,5,7,2006,71,54,37
5/8/06,5,8,2006,73,60,48
5/9/06,5,9,2006,71,62,54
5/10/06,5,10,2006,73,64,55
5/11/06,5,11,2006,59,48,37
5/12/06,5,12,2006,46,41,36
5/13/06,5,13,2006,50,47,44
5/14/06,5,14,2006,55,48,42
5/15/06,5,15,2006,62,56,48
5/16/06,5,16,2006,64,56,48
5/17/06,5,17,2006,73,62,50
5/18/06,5,18,2006,63,54,46
5/19/06,5,19,2006,64,52,43
5/20/06,5,20,2006,73,55,37
5/21/06,5,21,2006,61,52,44
5/22/06,5,22,2006,61,49,37
5/23/06,5,23,2006,75,57,39
5/24/06,5,24,2006,80,65,52
5/25/06,5,25,2006,75,68,64
5/26/06,5,26,2006,82,73,61
5/27/06,5,27,2006,87,72,59
5/28/06,5,28,2006,91,82,73
5/29/06,5,29,2006,91,79,69
5/30/06,5,30,2006,89,78,68
5/31/06,5,31,2006,75,70,64
6/1/06,6,1,2006,79,70,61
6/2/06,6,2,2006,80,68,55
6/3/06,6,3,2006,73,64,55
6/4/06,6,4,2006,77,64,52
6/5/06,6,5,2006,81,64,50
6/6/06,6,6,2006,82,68,55
6/7/06,6,7,2006,82,73,63
6/8/06,6,8,2006,84,72,61
6/9/06,6,9,2006,68,62,55
6/10/06,6,10,2006,63,56,50
6/11/06,6,11,2006,64,58,52
6/12/06,6,12,2006,69,60,51
6/13/06,6,13,2006,75,62,48
6/14/06,6,14,2006,79,65,53
6/15/06,6,15,2006,86,74,63
6/16/06,6,16,2006,90,82,73
6/17/06,6,17,2006,91,82,73
6/18/06,6,18,2006,77,72,68
6/19/06,6,19,2006,87,78,68
6/20/06,6,20,2006,79,71,64
6/21/06,6,21,2006,87,78,70
6/22/06,6,22,2006,82,74,66
6/23/06,6,23,2006,73,66,59
6/24/06,6,24,2006,82,66,51
6/25/06,6,25,2006,73,67,62
6/26/06,6,26,2006,71,66,60
6/27/06,6,27,2006,81,70,60
6/28/06,6,28,2006,77,66,57
6/29/06,6,29,2006,80,67,55
6/30/06,6,30,2006,84,68,53
7/1/06,7,1,2006,90,77,64
7/2/06,7,2,2006,84,78,70
7/3/06,7,3,2006,82,74,66
7/4/06,7,4,2006,78,72,66
7/5/06,7,5,2006,77,68,60
7/6/06,7,6,2006,78,68,57
7/7/06,7,7,2006,82,68,55
7/8/06,7,8,2006,84,72,63
7/9/06,7,9,2006,88,80,72
7/10/06,7,10,2006,71,68,64
7/11/06,7,11,2006,77,72,66
7/12/06,7,12,2006,81,74,68
7/13/06,7,13,2006,87,76,66
7/14/06,7,14,2006,89,80,73
7/15/06,7,15,2006,97,84,73
7/16/06,7,16,2006,93,84,75
7/17/06,7,17,2006,95,83,71
7/18/06,7,18,2006,82,76,71
7/19/06,7,19,2006,88,76,64
7/20/06,7,20,2006,80,74,69
7/21/06,7,21,2006,77,70,64
7/22/06,7,22,2006,82,72,62
7/23/06,7,23,2006,82,70,60
7/24/06,7,24,2006,88,71,55
7/25/06,7,25,2006,90,82,73
7/26/06,7,26,2006,86,78,73
7/27/06,7,27,2006,88,79,69
7/28/06,7,28,2006,93,81,68
7/29/06,7,29,2006,94,84,74
7/30/06,7,30,2006,90,84,77
7/31/06,7,31,2006,99,88,76
8/1/06,8,1,2006,99,90,80
8/2/06,8,2,2006,97,87,77
8/3/06,8,3,2006,83,75,67
8/4/06,8,4,2006,89,77,65
8/5/06,8,5,2006,86,75,63
8/6/06,8,6,2006,84,77,69
8/7/06,8,7,2006,86,79,71
8/8/06,8,8,2006,78,74,69
8/9/06,8,9,2006,86,77,68
8/10/06,8,10,2006,79,77,74
8/11/06,8,11,2006,77,73,68
8/12/06,8,12,2006,80,70,59
8/13/06,8,13,2006,84,71,58
8/14/06,8,14,2006,85,75,64
8/15/06,8,15,2006,86,74,61
8/16/06,8,16,2006,85,72,59
8/17/06,8,17,2006,86,73,59
8/18/06,8,18,2006,84,78,72
8/19/06,8,19,2006,81,74,66
8/20/06,8,20,2006,78,69,59
8/21/06,8,21,2006,84,70,55
8/22/06,8,22,2006,87,76,64
8/23/06,8,23,2006,89,75,61
8/24/06,8,24,2006,84,76,67
8/25/06,8,25,2006,84,75,66
8/26/06,8,26,2006,79,74,69
8/27/06,8,27,2006,79,75,71
8/28/06,8,28,2006,73,69,64
8/29/06,8,29,2006,71,67,63
8/30/06,8,30,2006,76,70,64
8/31/06,8,31,2006,75,69,62
9/1/06,9,1,2006,75,70,65
9/2/06,9,2,2006,77,67,57
9/3/06,9,3,2006,78,66,53
9/4/06,9,4,2006,71,66,60
9/5/06,9,5,2006,78,69,59
9/6/06,9,6,2006,82,70,57
9/7/06,9,7,2006,82,70,57
9/8/06,9,8,2006,83,72,60
9/9/06,9,9,2006,70,67,63
9/10/06,9,10,2006,64,62,60
9/11/06,9,11,2006,67,63,59
9/12/06,9,12,2006,72,68,63
9/13/06,9,13,2006,65,63,60
9/14/06,9,14,2006,73,65,57
9/15/06,9,15,2006,78,66,53
9/16/06,9,16,2006,79,69,58
9/17/06,9,17,2006,82,71,59
9/18/06,9,18,2006,71,61,51
9/19/06,9,19,2006,55,51,47
9/20/06,9,20,2006,62,52,42
9/21/06,9,21,2006,68,54,40
9/22/06,9,22,2006,71,64,57
9/23/06,9,23,2006,69,63,56
9/24/06,9,24,2006,66,58,49
9/25/06,9,25,2006,72,60,47
9/26/06,9,26,2006,71,59,47
9/27/06,9,27,2006,67,59,50
9/28/06,9,28,2006,59,50,40
9/29/06,9,29,2006,59,48,37
9/30/06,9,30,2006,66,57,48
10/1/06,10,1,2006,74,59,44
10/2/06,10,2,2006,77,69,61
10/3/06,10,3,2006,82,69,55
10/4/06,10,4,2006,76,66,55
10/5/06,10,5,2006,60,53,46
10/6/06,10,6,2006,58,50,42
10/7/06,10,7,2006,67,54,40
10/8/06,10,8,2006,72,58,43
10/9/06,10,9,2006,66,57,47
10/10/06,10,10,2006,58,55,52
10/11/06,10,11,2006,54,45,35
10/12/06,10,12,2006,39,35,30
10/13/06,10,13,2006,50,41,32
10/14/06,10,14,2006,50,41,32
10/15/06,10,15,2006,52,42,31
10/16/06,10,16,2006,56,52,48
10/17/06,10,17,2006,58,54,50
10/18/06,10,18,2006,63,53,42
10/19/06,10,19,2006,44,42,39
10/20/06,10,20,2006,53,43,32
10/21/06,10,21,2006,58,53,47
10/22/06,10,22,2006,49,42,34
10/23/06,10,23,2006,41,37,33
10/24/06,10,24,2006,47,39,30
10/25/06,10,25,2006,51,39,27
10/26/06,10,26,2006,46,44,41
10/27/06,10,27,2006,45,42,38
10/28/06,10,28,2006,52,45,37
10/29/06,10,29,2006,54,44,33
10/30/06,10,30,2006,70,54,38
10/31/06,10,31,2006,62,49,35
11/1/06,11,1,2006,42,35,27
11/2/06,11,2,2006,34,29,24
11/3/06,11,3,2006,40,31,21
11/4/06,11,4,2006,47,38,29
11/5/06,11,5,2006,55,44,32
11/6/06,11,6,2006,56,50,44
11/7/06,11,7,2006,54,50,46
11/8/06,11,8,2006,64,55,46
11/9/06,11,9,2006,68,58,47
11/10/06,11,10,2006,48,43,37
11/11/06,11,11,2006,41,38,34
11/12/06,11,12,2006,46,40,34
11/13/06,11,13,2006,42,38,34
11/14/06,11,14,2006,44,40,36
11/15/06,11,15,2006,47,45,43
11/16/06,11,16,2006,43,40,37
11/17/06,11,17,2006,40,37,34
11/18/06,11,18,2006,44,37,30
11/19/06,11,19,2006,44,37,29
11/20/06,11,20,2006,44,37,29
11/21/06,11,21,2006,49,39,29
11/22/06,11,22,2006,54,42,30
11/23/06,11,23,2006,58,44,30
11/24/06,11,24,2006,60,46,31
11/25/06,11,25,2006,58,47,36
11/26/06,11,26,2006,62,54,45
11/27/06,11,27,2006,62,57,52
11/28/06,11,28,2006,61,58,54
11/29/06,11,29,2006,60,49,38
11/30/06,11,30,2006,39,33,26
12/1/06,12,1,2006,33,26,18
12/2/06,12,2,2006,30,21,12
12/3/06,12,3,2006,15,12,8
12/4/06,12,4,2006,26,16,6
12/5/06,12,5,2006,34,21,7
12/6/06,12,6,2006,35,26,17
12/7/06,12,7,2006,17,13,9
12/8/06,12,8,2006,21,13,4
12/9/06,12,9,2006,35,28,20
12/10/06,12,10,2006,41,37,32
12/11/06,12,11,2006,45,41,37
12/12/06,12,12,2006,50,44,38
12/13/06,12,13,2006,45,39,33
12/14/06,12,14,2006,50,43,35
12/15/06,12,15,2006,44,37,30
12/16/06,12,16,2006,55,44,32
12/17/06,12,17,2006,54,48,41
12/18/06,12,18,2006,41,35,29
12/19/06,12,19,2006,43,34,24
12/20/06,12,20,2006,40,32,24
12/21/06,12,21,2006,50,44,38
12/22/06,12,22,2006,54,47,40
12/23/06,12,23,2006,40,37,33
12/24/06,12,24,2006,44,37,29
12/25/06,12,25,2006,37,34,30
12/26/06,12,26,2006,34,31,28
12/27/06,12,27,2006,38,33,28
12/28/06,12,28,2006,48,42,36
12/29/06,12,29,2006,50,45,40
12/30/06,12,30,2006,50,45,40
12/31/06,12,31,2006,56,50,43
1/1/07,1,1,2007,43,36,29
1/2/07,1,2,2007,43,35,26
1/3/07,1,3,2007,48,41,33
1/4/07,1,4,2007,52,46,39
1/5/07,1,5,2007,50,46,42
1/6/07,1,6,2007,42,36,29
1/7/07,1,7,2007,41,34,27
1/8/07,1,8,2007,39,33,26
1/9/07,1,9,2007,33,28,22
1/10/07,1,10,2007,35,27,18
1/11/07,1,11,2007,45,40,35
1/12/07,1,12,2007,48,41,33
1/13/07,1,13,2007,33,31,29
1/14/07,1,14,2007,33,32,30
1/15/07,1,15,2007,33,27,21
1/16/07,1,16,2007,23,17,11
