x,y
-0.495,-0.27
-0.48,-0.27
-0.465,-0.27
-0.45,-0.27
-0.435,-0.27
-0.42,-0.27
-0.405,-0.27
-0.39,-0.27
-0.375,-0.27
-0.36,-0.27
-0.345,-0.27
-0.33,-0.27
-0.315,-0.27
-0.3,-0.27
-0.285,-0.27
-0.27,-0.27
-0.255,-0.27
-0.24,-0.27
-0.225,-0.27
-0.21,-0.27
-0.195,-0.27
-0.18,-0.27
-0.165,-0.27
-0.15,-0.27
-0.135,-0.27
-0.12,-0.27
-0.105,-0.27
-0.09,-0.27
-0.075,-0.27
-0.06,-0.27
-0.045,-0.27
-0.03,-0.27
-0.015,-0.27
0,-0.27
0.015,-0.27
0.03,-0.27
0.045,-0.27
0.06,-0.27
0.075,-0.27
0.09,-0.27
0.105,-0.27
0.12,-0.27
0.135,-0.27
0.15,-0.27
0.165,-0.27
0.18,-0.27
0.195,-0.27
0.21,-0.27
0.225,-0.27
0.24,-0.27
0.255,-0.27
0.27,-0.27
0.285,-0.27
0.3,-0.27
0.315,-0.27
0.33,-0.27
0.345,-0.27
0.36,-0.27
0.375,-0.27
0.39,-0.27
0.405,-0.27
0.42,-0.27
0.435,-0.27
0.45,-0.27
0.465,-0.27
0.48,-0.27
0.495,-0.27
0.51,-0.27
0.525,-0.27
0.54,-0.27
0.555,-0.27
0.57,-0.27
0.585,-0.27
0.6,-0.27
0.615,-0.27
0.63,-0.27
0.645,-0.27
0.66,-0.27
0.675,-0.27
0.69,-0.27
0.705,-0.27
0.72,-0.27
0.735,-0.27
0.75,-0.27
0.765,-0.27
0.78,-0.27
0.795,-0.27
0.81,-0.27
0.825,-0.27
0.84,-0.27
0.855,-0.27
0.87,-0.27
0.885,-0.27
0.9,-0.27
0.915,-0.27
0.93,-0.27
0.945,-0.27
0.96,-0.27
0.975,-0.27
0.99,-0.27
1.005,-0.27
1.02,-0.27
1.035,-0.27
1.05,-0.27
1.065,-0.27
1.08,-0.27
1.095,-0.27
1.11,-0.27
1.125,-0.27
1.14,-0.27
1.155,-0.27
1.17,-0.27
1.185,-0.27
1.2,-0.27
1.215,-0.27
1.23,-0.27
1.245,-0.27
1.26,-0.27
1.275,-0.27
1.29,-0.27
1.305,-0.27
1.32,-0.27
1.335,-0.27
1.35,-0.27
1.365,-0.27
1.38,-0.27
1.395,-0.27
1.41,-0.27
1.425,-0.27
1.44,-0.27
1.455,-0.27
1.47,-0.27
1.485,-0.27
1.5,-0.27
-1.5,-0.255
-1.485,-0.255
-1.47,-0.255
-1.455,-0.255
-1.44,-0.255
-1.425,-0.255
-1.41,-0.255
-1.395,-0.255
-1.38,-0.255
-1.365,-0.255
-1.35,-0.255
-1.335,-0.255
-1.32,-0.255
-1.305,-0.255
-1.29,-0.255
-1.275,-0.255
-1.26,-0.255
-1.245,-0.255
-1.23,-0.255
-1.215,-0.255
-1.2,-0.255
-1.185,-0.255
-1.17,-0.255
-1.155,-0.255
-1.14,-0.255
-1.125,-0.255
-1.11,-0.255
-1.095,-0.255
-1.08,-0.255
-1.065,-0.255
-1.05,-0.255
-1.035,-0.255
-1.02,-0.255
-1.005,-0.255
-0.99,-0.255
-0.975,-0.255
-0.96,-0.255
-0.945,-0.255
-0.93,-0.255
-0.915,-0.255
-0.9,-0.255
-0.885,-0.255
-0.87,-0.255
-0.855,-0.255
-0.84,-0.255
-0.825,-0.255
-0.81,-0.255
-0.795,-0.255
-0.78,-0.255
-0.765,-0.255
-0.75,-0.255
-0.735,-0.255
-0.72,-0.255
-0.705,-0.255
-0.69,-0.255
-0.675,-0.255
-0.66,-0.255
-0.645,-0.255
-0.63,-0.255
-0.615,-0.255
-0.6,-0.255
-0.585,-0.255
-0.57,-0.255
-0.555,-0.255
-0.54,-0.255
-0.525,-0.255
-0.51,-0.255
-0.495,-0.255
-0.48,-0.255
-0.465,-0.255
-0.45,-0.255
-0.435,-0.255
-0.42,-0.255
-0.405,-0.255
-0.39,-0.255
-0.375,-0.255
-0.36,-0.255
-0.345,-0.255
-0.33,-0.255
-0.315,-0.255
-0.3,-0.255
-0.285,-0.255
-0.27,-0.255
-0.255,-0.255
-0.24,-0.255
-0.225,-0.255
-0.21,-0.255
-0.195,-0.255
-0.18,-0.255
-0.165,-0.255
-0.15,-0.255
-0.135,-0.255
-0.12,-0.255
-0.105,-0.255
-0.09,-0.255
-0.075,-0.255
-0.06,-0.255
-0.045,-0.255
-0.03,-0.255
-0.015,-0.255
0,-0.255
0.015,-0.255
0.03,-0.255
0.045,-0.255
0.06,-0.255
0.075,-0.255
0.09,-0.255
0.105,-0.255
0.12,-0.255
0.135,-0.255
0.15,-0.255
0.165,-0.255
0.18,-0.255
0.195,-0.255
0.21,-0.255
0.225,-0.255
0.24,-0.255
0.255,-0.255
0.27,-0.255
0.285,-0.255
0.3,-0.255
0.315,-0.255
0.33,-0.255
0.345,-0.255
0.36,-0.255
0.375,-0.255
0.39,-0.255
0.405,-0.255
0.42,-0.255
0.435,-0.255
0.45,-0.255
0.465,-0.255
0.48,-0.255
0.495,-0.255
0.51,-0.255
0.525,-0.255
0.54,-0.255
0.555,-0.255
0.57,-0.255
0.585,-0.255
0.6,-0.255
0.615,-0.255
0.63,-0.255
0.645,-0.255
0.66,-0.255
0.675,-0.255
0.69,-0.255
0.705,-0.255
0.72,-0.255
0.735,-0.255
0.75,-0.255
0.765,-0.255
0.78,-0.255
0.795,-0.255
0.81,-0.255
0.825,-0.255
0.84,-0.255
0.855,-0.255
0.87,-0.255
0.885,-0.255
0.9,-0.255
0.915,-0.255
0.93,-0.255
0.945,-0.255
0.96,-0.255
0.975,-0.255
0.99,-0.255
1.005,-0.255
1.02,-0.255
1.035,-0.255
1.05,-0.255
1.065,-0.255
1.08,-0.255
1.095,-0.255
1.11,-0.255
1.125,-0.255
1.14,-0.255
1.155,-0.255
1.17,-0.255
1.185,-0.255
1.2,-0.255
1.215,-0.255
1.23,-0.255
1.245,-0.255
1.26,-0.255
1.275,-0.255
1.29,-0.255
1.305,-0.255
1.32,-0.255
1.335,-0.255
1.35,-0.255
1.365,-0.255
1.38,-0.255
1.395,-0.255
1.41,-0.255
1.425,-0.255
1.44,-0.255
1.455,-0.255
1.47,-0.255
1.485,-0.255
1.5,-0.255
-1.5,-0.24
-1.485,-0.24
-1.47,-0.24
-1.455,-0.24
-1.44,-0.24
-1.425,-0.24
-1.41,-0.24
-1.395,-0.24
-1.38,-0.24
-1.365,-0.24
-1.35,-0.24
-1.335,-0.24
-1.32,-0.24
-1.305,-0.24
-1.29,-0.24
-1.275,-0.24
-1.26,-0.24
-1.245,-0.24
-1.23,-0.24
-1.215,-0.24
-1.2,-0.24
-1.185,-0.24
-1.17,-0.24
-1.155,-0.24
-1.14,-0.24
-1.125,-0.24
-1.11,-0.24
-1.095,-0.24
-1.08,-0.24
-1.065,-0.24
-1.05,-0.24
-1.035,-0.24
-1.02,-0.24
-1.005,-0.24
-0.99,-0.24
-0.975,-0.24
-0.96,-0.24
-0.945,-0.24
-0.93,-0.24
-0.915,-0.24
-0.9,-0.24
-0.885,-0.24
-0.87,-0.24
-0.855,-0.24
-0.84,-0.24
-0.825,-0.24
-0.81,-0.24
-0.795,-0.24
-0.78,-0.24
-0.765,-0.24
-0.75,-0.24
-0.735,-0.24
-0.72,-0.24
-0.705,-0.24
-0.69,-0.24
-0.675,-0.24
-0.66,-0.24
-0.645,-0.24
-0.63,-0.24
-0.615,-0.24
-0.6,-0.24
-0.585,-0.24
-0.57,-0.24
-0.555,-0.24
-0.54,-0.24
-0.525,-0.24
-0.51,-0.24
-0.495,-0.24
-0.48,-0.24
-0.465,-0.24
-0.45,-0.24
-0.435,-0.24
-0.42,-0.24
-0.405,-0.24
-0.39,-0.24
-0.375,-0.24
-0.36,-0.24
-0.345,-0.24
-0.33,-0.24
-0.315,-0.24
-0.3,-0.24
-0.285,-0.24
-0.27,-0.24
-0.255,-0.24
-0.24,-0.24
-0.225,-0.24
-0.21,-0.24
-0.195,-0.24
-0.18,-0.24
-0.165,-0.24
-0.15,-0.24
-0.135,-0.24
-0.12,-0.24
-0.105,-0.24
-0.09,-0.24
-0.075,-0.24
-0.06,-0.24
-0.045,-0.24
-0.03,-0.24
-0.015,-0.24
0,-0.24
0.015,-0.24
0.03,-0.24
0.045,-0.24
0.06,-0.24
0.075,-0.24
0.09,-0.24
0.105,-0.24
0.12,-0.24
0.135,-0.24
0.15,-0.24
0.165,-0.24
0.18,-0.24
0.195,-0.24
0.21,-0.24
0.225,-0.24
0.24,-0.24
0.255,-0.24
0.27,-0.24
0.285,-0.24
0.3,-0.24
0.315,-0.24
0.33,-0.24
0.345,-0.24
0.36,-0.24
0.375,-0.24
0.39,-0.24
0.405,-0.24
0.42,-0.24
0.435,-0.24
0.45,-0.24
0.465,-0.24
0.48,-0.24
0.495,-0.24
0.51,-0.24
0.525,-0.24
0.54,-0.24
0.555,-0.24
0.57,-0.24
0.585,-0.24
0.6,-0.24
0.615,-0.24
0.63,-0.24
0.645,-0.24
0.66,-0.24
0.675,-0.24
0.69,-0.24
0.705,-0.24
0.72,-0.24
0.735,-0.24
0.75,-0.24
0.765,-0.24
0.78,-0.24
0.795,-0.24
0.81,-0.24
0.825,-0.24
0.84,-0.24
0.855,-0.24
0.87,-0.24
0.885,-0.24
0.9,-0.24
0.915,-0.24
0.93,-0.24
0.945,-0.24
0.96,-0.24
0.975,-0.24
0.99,-0.24
1.005,-0.24
1.02,-0.24
1.035,-0.24
1.05,-0.24
1.065,-0.24
1.08,-0.24
1.095,-0.24
1.11,-0.24
1.125,-0.24
1.14,-0.24
1.155,-0.24
1.17,-0.24
1.185,-0.24
1.2,-0.24
1.215,-0.24
1.23,-0.24
1.245,-0.24
1.26,-0.24
1.275,-0.24
1.29,-0.24
1.305,-0.24
1.32,-0.24
1.335,-0.24
1.35,-0.24
1.365,-0.24
1.38,-0.24
1.395,-0.24
1.41,-0.24
1.425,-0.24
1.44,-0.24
1.455,-0.24
1.47,-0.24
1.485,-0.24
1.5,-0.24
-1.5,-0.225
-1.485,-0.225
-1.47,-0.225
-1.455,-0.225
-1.44,-0.225
-1.425,-0.225
-1.41,-0.225
-1.395,-0.225
-1.38,-0.225
-1.365,-0.225
-1.35,-0.225
-1.335,-0.225
-1.32,-0.225
-1.305,-0.225
-1.29,-0.225
-1.275,-0.225
-1.26,-0.225
-1.245,-0.225
-1.23,-0.225
-1.215,-0.225
-1.2,-0.225
-1.185,-0.225
-1.17,-0.225
-1.155,-0.225
-1.14,-0.225
-1.125,-0.225
-1.11,-0.225
-1.095,-0.225
-1.08,-0.225
-1.065,-0.225
-1.05,-0.225
-1.035,-0.225
-1.02,-0.225
-1.005,-0.225
-0.99,-0.225
-0.975,-0.225
-0.96,-0.225
-0.945,-0.225
-0.93,-0.225
-0.915,-0.225
-0.9,-0.225
-0.885,-0.225
-0.87,-0.225
-0.855,-0.225
-0.84,-0.225
-0.825,-0.225
-0.81,-0.225
-0.795,-0.225
-0.78,-0.225
-0.765,-0.225
-0.75,-0.225
-0.735,-0.225
-0.72,-0.225
-0.705,-0.225
-0.69,-0.225
-0.675,-0.225
-0.66,-0.225
-0.645,-0.225
-0.63,-0.225
-0.615,-0.225
-0.6,-0.225
-0.585,-0.225
-0.57,-0.225
-0.555,-0.225
-0.54,-0.225
-0.525,-0.225
-0.51,-0.225
-0.495,-0.225
-0.48,-0.225
-0.465,-0.225
-0.45,-0.225
-0.435,-0.225
-0.42,-0.225
-0.405,-0.225
-0.39,-0.225
-0.375,-0.225
-0.36,-0.225
-0.345,-0.225
-0.33,-0.225
-0.315,-0.225
-0.3,-0.225
-0.285,-0.225
-0.27,-0.225
-0.255,-0.225
-0.24,-0.225
-0.225,-0.225
-0.21,-0.225
-0.195,-0.225
-0.18,-0.225
-0.165,-0.225
-0.15,-0.225
-0.135,-0.225
-0.12,-0.225
-0.105,-0.225
-0.09,-0.225
-0.075,-0.225
-0.06,-0.225
-0.045,-0.225
-0.03,-0.225
-0.015,-0.225
0,-0.225
0.015,-0.225
0.03,-0.225
0.045,-0.225
0.06,-0.225
0.075,-0.225
0.09,-0.225
0.105,-0.225
0.12,-0.225
0.135,-0.225
0.15,-0.225
0.165,-0.225
0.18,-0.225
0.195,-0.225
0.21,-0.225
0.225,-0.225
0.24,-0.225
0.255,-0.225
0.27,-0.225
0.285,-0.225
0.3,-0.225
0.315,-0.225
0.33,-0.225
0.345,-0.225
0.36,-0.225
0.375,-0.225
0.39,-0.225
0.405,-0.225
0.42,-0.225
0.435,-0.225
0.45,-0.225
0.465,-0.225
0.48,-0.225
0.495,-0.225
0.51,-0.225
0.525,-0.225
0.54,-0.225
0.555,-0.225
0.57,-0.225
0.585,-0.225
0.6,-0.225
0.615,-0.225
0.63,-0.225
0.645,-0.225
0.66,-0.225
0.675,-0.225
0.69,-0.225
0.705,-0.225
0.72,-0.225
0.735,-0.225
0.75,-0.225
0.765,-0.225
0.78,-0.225
0.795,-0.225
0.81,-0.225
0.825,-0.225
0.84,-0.225
0.855,-0.225
0.87,-0.225
0.885,-0.225
0.9,-0.225
0.915,-0.225
0.93,-0.225
0.945,-0.225
0.96,-0.225
0.975,-0.225
0.99,-0.225
1.005,-0.225
1.02,-0.225
1.035,-0.225
1.05,-0.225
1.065,-0.225
1.08,-0.225
1.095,-0.225
1.11,-0.225
1.125,-0.225
1.14,-0.225
1.155,-0.225
1.17,-0.225
1.185,-0.225
1.2,-0.225
1.215,-0.225
1.23,-0.225
1.245,-0.225
1.26,-0.225
1.275,-0.225
1.29,-0.225
1.305,-0.225
1.32,-0.225
1.335,-0.225
1.35,-0.225
1.365,-0.225
1.38,-0.225
1.395,-0.225
1.41,-0.225
1.425,-0.225
1.44,-0.225
1.455,-0.225
1.47,-0.225
1.485,-0.225
1.5,-0.225
-1.5,-0.21
-1.485,-0.21
-1.47,-0.21
-1.455,-0.21
-1.44,-0.21
-1.425,-0.21
-1.41,-0.21
-1.395,-0.21
-1.38,-0.21
-1.365,-0.21
-1.35,-0.21
-1.335,-0.21
-1.32,-0.21
-1.305,-0.21
-1.29,-0.21
-1.275,-0.21
-1.26,-0.21
-1.245,-0.21
-1.23,-0.21
-1.215,-0.21
-1.2,-0.21
-1.185,-0.21
-1.17,-0.21
-1.155,-0.21
-1.14,-0.21
-1.125,-0.21
-1.11,-0.21
-1.095,-0.21
-1.08,-0.21
-1.065,-0.21
-1.05,-0.21
-1.035,-0.21
-1.02,-0.21
-1.005,-0.21
-0.99,-0.21
-0.975,-0.21
-0.96,-0.21
-0.945,-0.21
-0.93,-0.21
-0.915,-0.21
-0.9,-0.21
-0.885,-0.21
-0.87,-0.21
-0.855,-0.21
-0.84,-0.21
-0.825,-0.21
-0.81,-0.21
-0.795,-0.21
-0.78,-0.21
-0.765,-0.21
-0.75,-0.21
-0.735,-0.21
-0.72,-0.21
-0.705,-0.21
-0.69,-0.21
-0.675,-0.21
-0.66,-0.21
-0.645,-0.21
-0.63,-0.21
-0.615,-0.21
-0.6,-0.21
-0.585,-0.21
-0.57,-0.21
-0.555,-0.21
-0.54,-0.21
-0.525,-0.21
-0.51,-0.21
-0.495,-0.21
-0.48,-0.21
-0.465,-0.21
-0.45,-0.21
-0.435,-0.21
-0.42,-0.21
-0.405,-0.21
-0.39,-0.21
-0.375,-0.21
-0.36,-0.21
-0.345,-0.21
-0.33,-0.21
-0.315,-0.21
-0.3,-0.21
-0.285,-0.21
-0.27,-0.21
-0.255,-0.21
-0.24,-0.21
-0.225,-0.21
-0.21,-0.21
-0.195,-0.21
-0.18,-0.21
-0.165,-0.21
-0.15,-0.21
-0.135,-0.21
-0.12,-0.21
-0.105,-0.21
-0.09,-0.21
-0.075,-0.21
-0.06,-0.21
-0.045,-0.21
-0.03,-0.21
-0.015,-0.21
0,-0.21
0.015,-0.21
0.03,-0.21
0.045,-0.21
0.06,-0.21
0.075,-0.21
0.09,-0.21
0.105,-0.21
0.12,-0.21
0.135,-0.21
0.15,-0.21
0.165,-0.21
0.18,-0.21
0.195,-0.21
0.21,-0.21
0.225,-0.21
0.24,-0.21
0.255,-0.21
0.27,-0.21
0.285,-0.21
0.3,-0.21
0.315,-0.21
0.33,-0.21
0.345,-0.21
0.36,-0.21
0.375,-0.21
0.39,-0.21
0.405,-0.21
0.42,-0.21
0.435,-0.21
0.45,-0.21
0.465,-0.21
0.48,-0.21
0.495,-0.21
0.51,-0.21
0.525,-0.21
0.54,-0.21
0.555,-0.21
0.57,-0.21
0.585,-0.21
0.6,-0.21
0.615,-0.21
0.63,-0.21
0.645,-0.21
0.66,-0.21
0.675,-0.21
0.69,-0.21
0.705,-0.21
0.72,-0.21
0.735,-0.21
0.75,-0.21
0.765,-0.21
0.78,-0.21
0.795,-0.21
0.81,-0.21
0.825,-0.21
0.84,-0.21
0.855,-0.21
0.87,-0.21
0.885,-0.21
0.9,-0.21
0.915,-0.21
0.93,-0.21
0.945,-0.21
0.96,-0.21
0.975,-0.21
0.99,-0.21
1.005,-0.21
1.02,-0.21
1.035,-0.21
1.05,-0.21
1.065,-0.21
1.08,-0.21
1.095,-0.21
1.11,-0.21
1.125,-0.21
1.14,-0.21
1.155,-0.21
1.17,-0.21
1.185,-0.21
1.2,-0.21
1.215,-0.21
1.23,-0.21
1.245,-0.21
1.26,-0.21
1.275,-0.21
1.29,-0.21
1.305,-0.21
1.32,-0.21
1.335,-0.21
1.35,-0.21
1.365,-0.21
1.38,-0.21
1.395,-0.21
1.41,-0.21
1.425,-0.21
1.44,-0.21
1.455,-0.21
1.47,-0.21
1.485,-0.21
1.5,-0.21
-1.5,-0.195
-1.485,-0.195
-1.47,-0.195
-1.455,-0.195
-1.44,-0.195
-1.425,-0.195
-1.41,-0.195
-1.395,-0.195
-1.38,-0.195
-1.365,-0.195
-1.35,-0.195
-1.335,-0.195
-1.32,-0.195
-1.305,-0.195
-1.29,-0.195
-1.275,-0.195
-1.26,-0.195
-1.245,-0.195
-1.23,-0.195
-1.215,-0.195
-1.2,-0.195
-1.185,-0.195
-1.17,-0.195
-1.155,-0.195
-1.14,-0.195
-1.125,-0.195
-1.11,-0.195
-1.095,-0.195
-1.08,-0.195
-1.065,-0.195
-1.05,-0.195
-1.035,-0.195
-1.02,-0.195
-1.005,-0.195
-0.99,-0.195
-0.975,-0.195
-0.96,-0.195
-0.945,-0.195
-0.93,-0.195
-0.915,-0.195
-0.9,-0.195
-0.885,-0.195
-0.87,-0.195
-0.855,-0.195
-0.84,-0.195
-0.825,-0.195
-0.81,-0.195
-0.795,-0.195
-0.78,-0.195
-0.765,-0.195
-0.75,-0.195
-0.735,-0.195
-0.72,-0.195
-0.705,-0.195
-0.69,-0.195
-0.675,-0.195
-0.66,-0.195
-0.645,-0.195
-0.63,-0.195
-0.615,-0.195
-0.6,-0.195
-0.585,-0.195
-0.57,-0.195
-0.555,-0.195
-0.54,-0.195
-0.525,-0.195
-0.51,-0.195
-0.495,-0.195
-0.48,-0.195
-0.465,-0.195
-0.45,-0.195
-0.435,-0.195
-0.42,-0.195
-0.405,-0.195
-0.39,-0.195
-0.375,-0.195
-0.36,-0.195
-0.345,-0.195
-0.33,-0.195
-0.315,-0.195
-0.3,-0.195
-0.285,-0.195
-0.27,-0.195
-0.255,-0.195
-0.24,-0.195
-0.225,-0.195
-0.21,-0.195
-0.195,-0.195
-0.18,-0.195
-0.165,-0.195
-0.15,-0.195
-0.135,-0.195
-0.12,-0.195
-0.105,-0.195
-0.09,-0.195
-0.075,-0.195
-0.06,-0.195
-0.045,-0.195
-0.03,-0.195
-0.015,-0.195
0,-0.195
0.015,-0.195
0.03,-0.195
0.045,-0.195
0.06,-0.195
0.075,-0.195
0.09,-0.195
0.105,-0.195
0.12,-0.195
0.135,-0.195
0.15,-0.195
0.165,-0.195
0.18,-0.195
0.195,-0.195
0.21,-0.195
0.225,-0.195
0.24,-0.195
0.255,-0.195
0.27,-0.195
0.285,-0.195
0.3,-0.195
0.315,-0.195
0.33,-0.195
0.345,-0.195
0.36,-0.195
0.375,-0.195
0.39,-0.195
0.405,-0.195
0.42,-0.195
0.435,-0.195
0.45,-0.195
0.465,-0.195
0.48,-0.195
0.495,-0.195
0.51,-0.195
0.525,-0.195
0.54,-0.195
0.555,-0.195
0.57,-0.195
0.585,-0.195
0.6,-0.195
0.615,-0.195
0.63,-0.195
0.645,-0.195
0.66,-0.195
0.675,-0.195
0.69,-0.195
0.705,-0.195
0.72,-0.195
0.735,-0.195
0.75,-0.195
0.765,-0.195
0.78,-0.195
0.795,-0.195
0.81,-0.195
0.825,-0.195
0.84,-0.195
0.855,-0.195
0.87,-0.195
0.885,-0.195
0.9,-0.195
0.915,-0.195
0.93,-0.195
0.945,-0.195
0.96,-0.195
0.975,-0.195
0.99,-0.195
1.005,-0.195
1.02,-0.195
1.035,-0.195
1.05,-0.195
1.065,-0.195
1.08,-0.195
1.095,-0.195
1.11,-0.195
1.125,-0.195
1.14,-0.195
1.155,-0.195
1.17,-0.195
1.185,-0.195
1.2,-0.195
1.215,-0.195
1.23,-0.195
1.245,-0.195
1.26,-0.195
1.275,-0.195
1.29,-0.195
1.305,-0.195
1.32,-0.195
1.335,-0.195
1.35,-0.195
1.365,-0.195
1.38,-0.195
1.395,-0.195
1.41,-0.195
1.425,-0.195
1.44,-0.195
1.455,-0.195
1.47,-0.195
1.485,-0.195
1.5,-0.195
-1.5,-0.18
-1.485,-0.18
-1.47,-0.18
-1.455,-0.18
-1.44,-0.18
-1.425,-0.18
-1.41,-0.18
-1.395,-0.18
-1.38,-0.18
-1.365,-0.18
-1.35,-0.18
-1.335,-0.18
-1.32,-0.18
-1.305,-0.18
-1.29,-0.18
-1.275,-0.18
-1.26,-0.18
-1.245,-0.18
-1.23,-0.18
-1.215,-0.18
-1.2,-0.18
-1.185,-0.18
-1.17,-0.18
-1.155,-0.18
-1.14,-0.18
-1.125,-0.18
-1.11,-0.18
-1.095,-0.18
-1.08,-0.18
-1.065,-0.18
-1.05,-0.18
-1.035,-0.18
-1.02,-0.18
-1.005,-0.18
-0.99,-0.18
-0.975,-0.18
-0.96,-0.18
-0.945,-0.18
-0.93,-0.18
-0.915,-0.18
-0.9,-0.18
-0.885,-0.18
-0.87,-0.18
-0.855,-0.18
-0.84,-0.18
-0.825,-0.18
-0.81,-0.18
-0.795,-0.18
-0.78,-0.18
-0.765,-0.18
-0.75,-0.18
-0.735,-0.18
-0.72,-0.18
-0.705,-0.18
-0.69,-0.18
-0.675,-0.18
-0.66,-0.18
-0.645,-0.18
-0.63,-0.18
-0.615,-0.18
-0.6,-0.18
-0.585,-0.18
-0.57,-0.18
-0.555,-0.18
-0.54,-0.18
-0.525,-0.18
-0.51,-0.18
-0.495,-0.18
-0.48,-0.18
-0.465,-0.18
-0.45,-0.18
-0.435,-0.18
-0.42,-0.18
-0.405,-0.18
-0.39,-0.18
-0.375,-0.18
-0.36,-0.18
-0.345,-0.18
-0.33,-0.18
-0.315,-0.18
-0.3,-0.18
-0.285,-0.18
-0.27,-0.18
-0.255,-0.18
-0.24,-0.18
-0.225,-0.18
-0.21,-0.18
-0.195,-0.18
-0.18,-0.18
-0.165,-0.18
-0.15,-0.18
-0.135,-0.18
-0.12,-0.18
-0.105,-0.18
-0.09,-0.18
-0.075,-0.18
-0.06,-0.18
-0.045,-0.18
-0.03,-0.18
-0.015,-0.18
0,-0.18
0.015,-0.18
0.03,-0.18
0.045,-0.18
0.06,-0.18
0.075,-0.18
0.09,-0.18
0.105,-0.18
0.12,-0.18
0.135,-0.18
0.15,-0.18
0.165,-0.18
0.18,-0.18
0.195,-0.18
0.21,-0.18
0.225,-0.18
0.24,-0.18
0.255,-0.18
0.27,-0.18
0.285,-0.18
0.3,-0.18
0.315,-0.18
0.33,-0.18
0.345,-0.18
0.36,-0.18
0.375,-0.18
0.39,-0.18
0.405,-0.18
0.42,-0.18
0.435,-0.18
0.45,-0.18
0.465,-0.18
0.48,-0.18
0.495,-0.18
0.51,-0.18
0.525,-0.18
0.54,-0.18
0.555,-0.18
0.57,-0.18
0.585,-0.18
0.6,-0.18
0.615,-0.18
0.63,-0.18
0.645,-0.18
0.66,-0.18
0.675,-0.18
0.69,-0.18
0.705,-0.18
0.72,-0.18
0.735,-0.18
0.75,-0.18
0.765,-0.18
0.78,-0.18
0.795,-0.18
0.81,-0.18
0.825,-0.18
0.84,-0.18
0.855,-0.18
0.87,-0.18
0.885,-0.18
0.9,-0.18
0.915,-0.18
0.93,-0.18
0.945,-0.18
0.96,-0.18
0.975,-0.18
0.99,-0.18
1.005,-0.18
1.02,-0.18
1.035,-0.18
1.05,-0.18
1.065,-0.18
1.08,-0.18
1.095,-0.18
1.11,-0.18
1.125,-0.18
1.14,-0.18
1.155,-0.18
1.17,-0.18
1.185,-0.18
1.2,-0.18
1.215,-0.18
1.23,-0.18
1.245,-0.18
1.26,-0.18
1.275,-0.18
1.29,-0.18
1.305,-0.18
1.32,-0.18
1.335,-0.18
1.35,-0.18
1.365,-0.18
1.38,-0.18
1.395,-0.18
1.41,-0.18
1.425,-0.18
1.44,-0.18
1.455,-0.18
1.47,-0.18
1.485,-0.18
1.5,-0.18
-1.5,-0.165
-1.485,-0.165
-1.47,-0.165
-1.455,-0.165
-1.44,-0.165
-1.425,-0.165
-1.41,-0.165
-1.395,-0.165
-1.38,-0.165
-1.365,-0.165
-1.35,-0.165
-1.335,-0.165
-1.32,-0.165
-1.305,-0.165
-1.29,-0.165
-1.275,-0.165
-1.26,-0.165
-1.245,-0.165
-1.23,-0.165
-1.215,-0.165
-1.2,-0.165
-1.185,-0.165
-1.17,-0.165
-1.155,-0.165
-1.14,-0.165
-1.125,-0.165
-1.11,-0.165
-1.095,-0.165
-1.08,-0.165
-1.065,-0.165
-1.05,-0.165
-1.035,-0.165
-1.02,-0.165
-1.005,-0.165
-0.99,-0.165
-0.975,-0.165
-0.96,-0.165
-0.945,-0.165
-0.93,-0.165
-0.915,-0.165
-0.9,-0.165
-0.885,-0.165
-0.87,-0.165
-0.855,-0.165
-0.84,-0.165
-0.825,-0.165
-0.81,-0.165
-0.795,-0.165
-0.78,-0.165
-0.765,-0.165
-0.75,-0.165
-0.735,-0.165
-0.72,-0.165
-0.705,-0.165
-0.69,-0.165
-0.675,-0.165
-0.66,-0.165
-0.645,-0.165
-0.63,-0.165
-0.615,-0.165
-0.6,-0.165
-0.585,-0.165
-0.57,-0.165
-0.555,-0.165
-0.54,-0.165
-0.525,-0.165
-0.51,-0.165
-0.495,-0.165
-0.48,-0.165
-0.465,-0.165
-0.45,-0.165
-0.435,-0.165
-0.42,-0.165
-0.405,-0.165
-0.39,-0.165
-0.375,-0.165
-0.36,-0.165
-0.345,-0.165
-0.33,-0.165
-0.315,-0.165
-0.3,-0.165
-0.285,-0.165
-0.27,-0.165
-0.255,-0.165
-0.24,-0.165
-0.225,-0.165
-0.21,-0.165
-0.195,-0.165
-0.18,-0.165
-0.165,-0.165
-0.15,-0.165
-0.135,-0.165
-0.12,-0.165
-0.105,-0.165
-0.09,-0.165
-0.075,-0.165
-0.06,-0.165
-0.045,-0.165
-0.03,-0.165
-0.015,-0.165
0,-0.165
0.015,-0.165
0.03,-0.165
0.045,-0.165
0.06,-0.165
0.075,-0.165
0.09,-0.165
0.105,-0.165
0.12,-0.165
0.135,-0.165
0.15,-0.165
0.165,-0.165
0.18,-0.165
0.195,-0.165
0.21,-0.165
0.225,-0.165
0.24,-0.165
0.255,-0.165
0.27,-0.165
0.285,-0.165
0.3,-0.165
0.315,-0.165
0.33,-0.165
0.345,-0.165
0.36,-0.165
0.375,-0.165
0.39,-0.165
0.405,-0.165
0.42,-0.165
0.435,-0.165
0.45,-0.165
0.465,-0.165
0.48,-0.165
0.495,-0.165
0.51,-0.165
